"text","cmp_code","eu_code"
"e abuso e exploração sexual infanto-juvenil, garantindo a atenção integral das políticas setoriais.","201.2",NA
"Efetivar o funcionamento de um sistema de informações, criando o Observatório Nacional dos Direitos da Criança e do Adolescente Brasileiros.","201.2",NA
"Política para a pessoa idosa",NA,NA
"Promover a inserção, a qualidade de vida e a prevenção de agravos na vida dos idosos, por meio de programas que fortaleçam o convívio familiar e comunitário,","701",NA
"garantindo-se o acesso a serviços,","504",NA
"ao lazer, à cultura e à atividade física, de acordo com sua capacidade funcional.","502",NA
"Desenvolver a formação de pessoal especializado na atenção ao idoso.","701",NA
"Desenvolver política de humanização do atendimento ao idoso, principalmente em instituições de longa permanência.","701",NA
"Garantir o atendimento integral do idoso, valendo-se, dentre outros serviços, do Programa de Saúde da Família.","504",NA
"Pessoas com deficiência",NA,NA
"Articular as três esferas de governo e sociedade civil para o cumprimento da legislação de acessibilidade das pessoas com deficiência ou mobilidade reduzida, elaborando as regulamentações complementares.","705",NA
"Dar continuidade ao Programa de Educação Inclusiva.","506",NA
"Consolidar a Atenção Integral à Saúde das Pessoas com Deficiência, prevenindo e executando intervenções básicas de reabilitação.","504",NA
"Promover o reordenamento dos serviços previstos no Sistema Único de Assistência Social,","504",NA
"garantindo o acesso das pessoas com deficiência em situação de vulnerabilidade.","503",NA
"Cidadania GLBT",NA,NA
"Desenvolver e aprofundar as ações de combate à discriminação e promoção da cidadania GLBT (gays, lésbicas, bissexuais, travestis e transexuais), nos marcos do programa Brasil sem Homo fobia, que será ampliado e fortalecido.","503",NA
"Desenvolver políticas afirmativas e de promoção de uma cultura de respeito à diversidade sexual, favorecendo a visibilidade e o reconhecimento social.","604",NA
"Incentivar a participação, realizando a I Conferência Nacional de Políticas para os GLBT.","604",NA
"Juventude",NA,NA
"Fortalecer a Secretaria Nacional de Juventude, implementando o Sistema Nacional de Políticas para a Juventude.","706",NA
"Ampliar e consolidar as políticas de juventude, articulando e integrando as ações.","706",NA
"Fortalecer o PROUNI e os programas de escolarização e profissionalização dos jovens no ensino médio.","506",NA
"Ampliar o enfoque juvenil no atendimento do Sistema Único de Saúde.","706",NA
"Ampliar, em parceria com estados e municípios, a rede de Pontos de Cultura e Casa Brasil em localidades desprovidas de equipamentos públicos de cultura e inclusão digital.","502",NA
"Essa parceira deverá estender-se aos equipamentos de esporte e lazer.","502",NA
"Esporte",NA,NA
"Implementar o Sistema Nacional de Esporte e Lazer.","502",NA
"Consolidar e ampliar iniciativas de inclusão social, como os programas Segundo Tempo e Esporte e Lazer da Cidade.","502",NA
"Articular programas de esporte e lazer com iniciativas de promoção da saúde, promovendo parcerias com estados e municípios.","502",NA
"Apoiar, no Congresso Nacional, a aprovação da Lei de Incentivo ao Esporte.","502",NA
"Manter o apoio à realização de grandes eventos esportivos nacionais e internacionais, com destaque para os Jogos Panamericanos e Para-Panamericanos de 2007, além de postular o direito de sediar a Copa do Mundo de Futebol 2014.","502",NA
"Comissão de Programa de Governo Marco Aurélio Garcia (coordenador)",NA,NA
"Dilermando Toni",NA,NA
"Glauber Piva",NA,NA
"Juarez Guimarães",NA,NA
"Miriam Belchior",NA,NA
"Renato Rabello",NA,NA
"Valter Pomar",NA,NA
"Equipe de Trabalho Bruno Gaspar e Cilene Antoniolli Coordenação de Campanha Ricardo Berzoini (coordenador)",NA,NA
"Gléber Naime",NA,NA
"João Felício",NA,NA
"Joqauim Soriano",NA,NA
"Marco Aurélio Garcia",NA,NA
"Paulo Ferreira",NA,NA
"Renato Rabello",NA,NA
"Romênio Pereira",NA,NA
"Valter Pomar",NA,NA
"Walter Sorrentino",NA,NA
