Text,Code
Sie haben in  einem  globalisierten  Wettbewerb die Wirtschaftskrise  der vergangenen Jahre ganz besonders zu spüren bekommen.,402
"Umso mehr  gilt es  in diesem Bereich  in  Forschung und Entwicklung zu  investieren, bürokratische Hürden abzubauen (Bürokratieabbau)  und kompetente betriebswirtschaftliche Beratung zu fördern.",402
Handel,999
Den Handelsbetrieben kommt gerade in den Dörfern als Nahversorger eine zentrale rolle zu.,403
"Stirbt ein  Handelsbetrieb, so stirbt auch ein Teil des Dorfes!",403
"Daher sind sowohl die Landespolitik als auch die lokalen Verwaltungen gefordert, Initiativen zur Aufwertung der Nahversorgung zu setzen.",403
Die Südtiroler  Besonderheit muss auch in gesetzlicher Hinsicht trotz aller Liberalisierungen gewahr t bleiben.,403
Auf Geschäftsöffnungszeiten am Sonntag  sollte in der regel verzichtet werden.,403
Auf touristische Erfordernisse und lange bestehende Traditionen wird rücksicht genommen.,403
Heimat,999
"Heimat – das ist Nähe, das ist dort,  wo wir wohnen, arbeiten, wo Familie und Freunde sind.",601
"Deshalb ist Heimat nicht nur ein ort, sondern auch  ein Gefühl,  schafft  Identität  und  Vertrauen.",601
"Es  ist  der  ort,  an  dem wir angenommen und in unserem Tun anerkannt sind.",601
"In Südtirol  hat der Begriff eine zusätzliche,  ganz besondere Bedeutung: Es ist uns gelungen, unsere kulturelle Eigenständigkeit und Identität  auch gegen Widerstände zu verteidigen und sie und die Heimat zu  erhalten.",601
Das Thema „Heimat“ ist  als zentraler Wer t der SVP ausführlich in den einleitend angeführten Kernthemen beschrieben.,601
Identität,999
Die eigene Identität ist gerade für die deutsch- und ladinischsprachige  Bevölkerung eine existenzielle Frage.,601
Unsere Vorfahren haben für den  Erhalt von Sprache und Kultur als  identitätsstiftende Säulen lange  Jahre gekämpft.,601
"Es ist unser Auf-trag, diese har t erworbene und für eine Minderheit überlebensnotwendige Autonomie zu erhalten,  weiter auszubauen und zu entwickeln.",601
"Ein  friedliches  Miteinander  aller → Sprachgruppen braucht einen offenen und ehrlichen Dialog, Toleranz und Grundregeln für alle.",606
Industrie,999
"Südtirol hat Industriebetriebe, welche auch auf dem Weltmarkt inzwischen eine bedeutende  rolle  einnehmen.",410
Gerade  „global  player “  sind  Botschafter für Südtirol.,410
Daher ist eine enge Kooperation mit diesen Betrieben das Ziel.,406
"Die Landespolitik muss insbesondere dann unterstützend eingreifen, wenn es um  die Weiterentwicklung oder Sicherung des Herkunftsstandortes Süd-tirol geht.",406
Informationstechnik,999
Das digitale Zeitalter hat sowohl im  unternehmerischen und privaten  Bereich als auch in der öffentlichen Verwaltung für weitreichende  Veränderungen gesorgt.,411
"Viele Be-hördengänge können heute ein-fach, schnell und sicher vom PC aus  erledigt werden.",411
"Diese orts- und  zeitunabhängigen Verwaltungsabläufe gilt es benutzerfreundlich zu gestalten und weiter auszubauen, um einerseits den Aufwand für die Bürgerinnen und Bürger zu senken und um andererseits die öffentlichen Verwaltungsstrukturen zu  optimieren.",303
Dabei muss die höchst-mögliche Datensicherheit garantiert werden.,605
Gezielte Sensibilisierungs- und Informationskampagnen sind unabdingbar.,605
"Neben den Verwaltungsstrukturen ist es auch Aufgabe der gewählten politischen organe, die onlinesysteme für den bestmöglichen Informationsfluss vom und  zum Bürger einzusetzen.",202
Integration,999
"Integrationsarbeit muss in Südtirol  nach dem Prinzip „fordern und fördern“ gestaltet werden: Der respekt vor dem rechtsstaat, vor der Verfassung und vor lokalen Sitten und Gebräuchen muss von zugewander ten Mitbürgerinnen und  Mitbürgern eingefordert werden.",607
Sprachkompetenz und Arbeit sind grundlegend für eine erfolgreiche  Integration.,607
Es gilt in Kooperation mit den zuständigen Stellen erfolgreiche Integrationsmaßnahmen  umzusetzen.,607
Jugend,999
Investitionen in die Jugend sind Investitionen in die Zukunft!,706
"Jugend ist kein Einzelthema unserer Politik,   sondern betrifft alles, was wir tun.",706
"Denn mit jeder Maßnahme und  Entscheidung gestalten wir das  Südtirol, in dem unsere heutige Jugend morgen leben wird.",706
Deshalb soll den Jugendlichen auch mehr  Mitsprache in der Politik ermöglicht  werden.,706
"Konkrete Maßnahmen für die Jugend betreffen die Förderung der offenen und vereinsgebundenen Jugendarbeit, das Schaffen von  mehr Freiräumen für die Jugendkultur, Maßnahmen der Prävention,  Förderung der Sprachen und  Maßnahmen gegen die Arbeitslosigkeit.",706
Kinderbetreuung,999
Der Bedarf nach Kinderbetreuungsplätzen in Kindertagesstätten und Kindergärten ist in den vergangenen  Jahren  kontinuierlich  angestiegen.,504
"Die Landespolitik ist daher  gefordert, in enger Abstimmung  mit den Gemeinden weitere Betreuungsangebote zu realisieren.",504
"Die  Betreuungstarife  und  Qualitätsstandards sollen vereinheitlicht  werden, wobei in besonderer Weise  auch die Sommerbetreuung eine  verstärkte Berücksichtigungfinden  muss.",504
Grundlegend für Kontinuität  und Qualität in der Betreuung ist eine angemessene Bezahlung des Betreuungspersonals.,504
Klein- und Mittelbetriebe,999
"Südtirols Wirtschaft ist gerade  durch die vielen Klein- und Mittelbetriebe, die vorwiegend von Familien geführt werden, erfolgreich geworden.",410
"Gleichzeitig konnten  sich viele Klein- und Mittelbetriebe aufgrund der Rahmenbedingungen  (Bürokratie, Steuerdruck) nicht  ausreichend in punkto Innovation oder Export weiterentwickeln.",401
Die Weiterentwicklung dieser Betriebe ist sicherzustellen um somit Arbeitsplätze vor Ort zu sichern.,401
Konsumentenschutz,999
Die Südtirolerinnen und Südtiroler  tragen auch als Konsumenten einen  wichtigen  Teil zur  Wirtschaft  Süd-tirols bei.,403
"Der Schutz der Verbraucherinnen und Verbraucher ist für  uns ein großes Anliegen, für das wir  uns schon in den letzten Jahren sehr  eingesetzt haben.",403
Das Um und Auf  ist dabei die größtmögliche Information und Transparenz.,403
"Die Konsumenten müssen die Möglichkeit  haben, das Angebot kritisch zu hinterfragen und ihre Auswahl eigen-verantwortlich treffen zu können.",403
Kultur,999
"stärkt und die Vorteile, die die Herkunftsbezeichnung Südtirol mit  sich bringt, international weiter  verankert.",502
Die Bürgerinnen und Bürger haben ein recht auf Kultur.,502
"Ein besonderes  Augenmerk gilt der Sicherung und Förderung der orte, Institutionen und Initiativen, die einen Rahmen für Lernen und Auseinandersetzung  bieten: die Kindergärten und  Schulen, die Jugendarbeit und die  Bibliotheken, die Erwachsenenbildung, die Einrichtungen der  Universität und Forschung, Museen,  die verschiedenen Formen und Ausdrucksarten in der Kunst und in den  Veranstaltungsbereichen.",502
Wie  auch  im Bereich der Bildung müssen  im Kulturbereich Strukturen in der Verwaltung verschlankt und zusammengelegt werden.,502
Ladins,999
"Der ladinischen Sprachgruppe als  älteste und kleinste Volksgruppe  des Landes gebühr t der Schutz von Sprache und Kultur, wobei dem ladinischen Bildungswesen auf  allen Bildungsstufen eine besondere Stellung zukommt.",607
"Entscheidungen, die die ladinische Sprachgruppe betreffen, werden gemeinsam  getroffen.",607
Die ladinische Sprach-gruppe sollte in jeder Landeskommission vertreten sein.,607
Landeshaushalt,999
Der Haushalt des Landes Südtirol  setzt sich aus den Steuern der Bürgerinnen und Bürger sowie der Unternehmen zusammen.,414
Diese Geld-mittel müssen wir so sorgsam wie möglich verwalten.,414
"Nach Jahrzehnten, in denen der Landeshaushalt Jahr für Jahr weitergeschrieben  wurde, ist es aufgrund der knapper werdenden Haushaltsmittel notwendig, jeden einzelnen Ausgabeposten objektiv auf seine Sinnhaftigkeit  und  Effizienz hin  zu  über-prüfen.",414
Der Landeshaushalt wird  auf diese Weise von Grund auf neu geschrieben.,414
Damit einhergehen  muss eine entsprechende Anpassung der öffentlichen Verwaltungs-Organisation.,414
Zudem soll ein „Bürokratiecheck“ für alle regelungen  Verfahrensvereinfachungen bringen.,303
"Das ist eine langfristige reform,  deren  Umsetzung  eine  gewisse Zeit in Anspruch nehmen wird.",303
"Umso wichtiger ist es, dass wir sie rasch angehen.",303
Ländlicher raum,999
"Der Weitsicht vergangener Verwaltungen auf Landesebene ist es zu verdanken, dass der ländliche  raum heute gut da steht und die strukturellen Nachteile gegenüber den  Ballungszentren  möglichst  gering gehalten wurden.",301
"Ziel ist und bleibt es, unnötige Zentralisierungen zu vermeiden und Strukturen, Dienste und Angebote in der Peripherie aufrechtzuerhalten bzw. wo  möglich weiter auszubauen. (Dezentralisierung).",301
Landwirtschaft,999
Die LandWirtschaft ist einer der  wichtigsten  Wirtschaftszweige  unseres Landes.,703
Neben der Produk-tion hochwer tiger Lebensmittel  spielt die Pflege der Natur- und Kulturlandschaft und die Förderung  regionaler Wirtschaftskreisläufe ei-ne ganz besondere rolle.,703
"Aus diesen Gründen gilt es, die landwirtschaftlichen Betriebe in ihrer unternehmerischen Entwicklung (Anbau  und Nutzung) und die Übergabe  auf die nachkommenden Genera-tionen zu unterstützen sowie Ver-bauung und Belastungen von land-wirtschaftlichen Gründen wenn  möglich zu vermeiden.",703
Die Verar-beitungsbetriebe als Arbeitgeber  und Produzenten werden in der  Nutzung von Synergien mit der  TourismusWirtschaft weiter be,703
Lebensbegleitendes Lernen,999
"Die Anforderungen von Wir tschaft und Gesellschaft, aber auch  individuelle Bedürfnisse  verlangen  nach einem lebensbegleitenden Lernen, das dem Bedürfnis nach Selbst-verwirklichung, Flexibilität und Multitasking gerecht wird.",201
"Es ist ein politischer Auftrag, die Rahmenbedingungen für die Entfaltung der  Weiterbildungslandschaft in möglichst flächendeckenden und kapil-lar ausgelegten Bildungseinrichtungen zu schaffen – für alle Genera-tionen.",506
Lebensqualität,999
Südtirol rangier t im europaweiten Vergleich der regionen mit hoherLebensqualität in den Spitzenpositionen.,601
"Lebensqualität setzt sichaus einer Vielzahl von Faktoren zu-sammen, darunter Bildung,  Natur und Umwelt, Gesund-heit, Sozialleistungen, Be-rufschancen (Arbeit), Wohnen und Wohlstand.",601
Dieses Niveau gilt es zu sichern und zu erhalten.,601
"Das subjektive Wohlempfinden jederund jedes Einzelnen ist anzustreben, unter anderem durch Einbindung der Bevölkerung in Entscheidungsprozesse (Bürgerbeteili-gung).",601
Leistung /  Leistungsbereitschaft,999
"Die Gesellschaft baut darauf auf,  dass jede und jeder entsprechend  ihrer bzw. seiner Möglichkeiten zum  individuellen und darüber hinaus  zum  Erfolg  der  Gesellschaft  beiträgt.",606
"In der Leistungsgesellschaft darf die  Solidargemeinschaft nicht vergessen  werden, die dem Schwächeren dann  hilft, wenn Hilfe gebraucht wird.",606
"Doch muss sich Leistung in Zukunft  wieder mehr rechnen, durch Büro-kratieabbau entlastet und überSteuerentlastungen finanziell attraktiver gestaltet werden.",303
Lokale Kreisläufe,999
"Der ländliche raum wird durch  Handel, Handwerk, Touris-mus und LandWirtschaft belebt  und damit lebenswer t.",403
"Damit das so  bleibt, sollen „lokale Kreisläufe“ verstärkt unterstützt werden: Einerseits, indem die Südtiroler Konsu-menten noch mehr für die authentischen und qualitativ hochwer tigen  Südtiroler Produkte sowie für Süd-tirols Einzelhandel und Gastgewerbe  sensibilisier t werden.",403
"Andererseits  muss die öffentliche Verwaltung  mit gutem Beispiel vorangehen:  Kleine Lieferanten, etwa im Lebens-mittelbereich, sollen bei der öffentlichen Auftragsvergabe eine reelle  Chance bekommen und nicht an  bürokratischen Hürden scheitern.",403
Mehrsprachigkeit,999
"Von Kindesbeinen an mehrere Sprachen erlernen zu können, ist ein  großer reichtum Südtirols.",607
"Es ist  Auftrag der Politik, sämtliche Maß-nahmen zu fördern, welche zu einer  Verbesserung der Kenntnisse der  Muttersprache sowie der Zweit- und Fremdsprachen beitragen.",506
"Geforder t sind hierbei nicht nur die  Schulen, sondern auch das Elternhaus sowie Freizeit- und Weiterbildungseinrichtungen.",607
"DieMehrsprachigkeit stellt auch wir tschaftlich einen bedeutendenStandor tvor teil dar, dessen Potential als Brücke zwischen Norden  und Süden ausbaufähig ist.",607
Menschen mit   Beeinträchtigung,999
Eine Solidargemeinschaft erkenntman auch am Umgang mit Menschen mit besonderen Bedürfnissen.,606
"Sie leben nicht neben, sondern  in und mit der Gesellschaft.",606
"Es isteine Verpflichtung, ihre speziellenBedürfnisse  aufzufangen,  ihnen  ein  Sprachrohr zu bieten und konkrete Hindernisse soweit als möglich zu beseitigen.",606
"Die dafür zuständigenOrganisationen verdienen nicht nur  respekt, sondern weiterhin konkrete materielle und finanzielle Hilfe.",606
Mindestrente,999
"Die Mindestrente hat das Ziel, der  Altersarmut vorzubeugen.",504
"Dazu ist es notwendig, diese Grundsiche-rung auf 700 Euro zu erhöhen.",504
"Die-se Hilfe muss jedoch zielgerichtet sein und soll nur jene alleinstehenden Südtirolerinnen und Südtiroler betreffen, die eine monatliche rente von weniger als 700 Euro beziehen und kein anderes Einkommen oder Besitz haben.",504
Mobilität,999
Das Bedür fnis nach individueller  Mobilität hat in den vergangenen Jahren stark zugenommen.,416
Gleich-zeitig hat der freie Warenverkehr zu  einer starken Zunahme des Transits  geführt.,416
"Während  Erreichbarkeit  für  den Einzelnen und für unsere  Wirtschaft unbestritten wichtig ist, müssen wir den negativen Be-gleiterscheinungen der gestiegenen  Mobilität entgegenwirken, indem  Alternativen für den Güter transport  geschaffen werden und der Schwer-verkehr auf der Straße gemeinsam mit den Nachbarregionen besser  geregelt wird.",416
"Im öffentlichen Nah-verkehr gilt es, das breit gefächer te  Verkehrsnetz weiter auszubauen  und den spezifischen Bedürfnissen der Nutzerinnen und Nutzer anzu-passen.",411
Ein besonderes Augenmerk  muss der intelligenten Vernetzung der bestehenden Verkehrsangebote sowie dem Ausbau umweltfreundlicher Antriebsformen gelten.,416
Musik,999
"Südtirol ist ein Land der Noten:  Hunder te Musikkapellen und Chö-re, unzählige Musikgruppen und  Ensembles bieten hochwer tige  Darbietungen, welche sich auch international sehen und hören lassen  können.",502
"Sie  leben  und  beleben  Kultur,  geben  alte  Lieder  und  Me-lodien weiter und tragen so zum  Erhalt des Brauchtums bei, füh-ren Südtirol musikalisch aber auch in die Moderne.",502
"Den vielen Musik-schulen und Weiterbildungseinrichtungen ist es ein Auftrag, für die  fachliche Aus- und Weiterbildung  zu sorgen, für die Politik eine  Pflicht, diese Aktivitäten zu fördern.",502
Nachhaltigkeit,999
"Nachhaltigkeit in der Politik heißt für uns, auf die Anforderungen von Gesellschaft, Wirtschaft und Welt  einzugehen, ohne die Möglichkeiten der zukünftigen Generatio-nen zu beeinträchtigen.",606
"Das bedingt einen offenen und ehrlichen Dialog, Elemente der Bürgerbeteiligung, Eigenverantwor tung  und Interesse aller im Entscheidungsprozess Beteiligten.",606
Alle Entscheidungen sind nach ihren Aus-wirkungen auf künftige Generatio-nen zu überprüfen.,606
Nationalpark Stilfser Joch,999
"Die Verwaltung des Nationalparks Stilfser Joch soll auf die jeweiligen autonomen Provinzen übergehen, welche die dabei anfallenden Kosten übernehmen.",301
Hierzu ist die entsprechende Durchführungsbestimmung zu erlassen.,301
Natur- und   Landschaftsschutz,999
Unsere  Natur- und  Kulturland-schaft zeichnet Südtirol aus und ist in  vielfacher  Hinsicht unser Kapital.,501
"Gleichzeitig wissen wir, dass etwa die bebaubare Fläche begrenzt ist und wir daher sparsam mit Grund  und Boden umgehen müssen.",501
"Ein schonungsvoller und nachhalti-ger Umgang mit den RessourcenWasser, Energie, Luft und Boden – und damit mit den Lebensgrund-lagen der nachkommenden  Generation – ist wichtiges Prinzip unserer Politik, eine harmonischeVerbindung zwischen traditionellen  Bauweisen und Moderne ein Auf-trag.",416
Öffentlicher Dienst,999
Die Menschen in Südtirol erwarten sich – zu recht – einen effizienten öffentlichen Bereich.,0
"Wir wollen  motivierte und qualifizierte Mitarbeiter, die sich engagier t um die  Anliegen der Menschen kümmern.",303
Voraussetzung dafür sind stabile  und sichere Arbeitsverhältnisse und  eine hohe Qualität der Aus- und Weiterbildung.,303
Öffentlicher Nahverkehr,999
"Mit der Bahn als rückgrat und vertakteten Busverbindungen in die  Täler hat Südtirol heute eine gute Grundstruktur, auf die weiter auf-gebaut werden kann.",411
"Ziel für die  Zukunft ist es, die Erreichbarkeit auch der peripheren Gebiete durch regelmäßige Anbindungen zu verstärken.",411
Der Zugang zum öffentlichen Nahverkehr muss allen Bevölkerungsschichten durch bezahlbare  Tarife und spezielle Angebote für  weniger mobile Zielgruppen gewährleistet bleiben.,411
"Damit Südtirol  seinen Platz in  Europa behaupten  kann, ist auch der weitere Ausbau der grenzüberschreitenden Verbindungen wichtig.",411
"Zentral ist  für  Süd-tirol als Land der grünen Technolo-gien  auch  die  Investition  in  nach-haltige und alternative Antriebsfor-men wie Elektromobilität oder die Wasserstofftechnologie, für die  Strom aus lokalen erneuerbaren  Quellen gewonnen werden kann.",411
Öffentliche Sicherheit,999
"Es ist eine Kernaufgabe der Politik,  für Sicherheit in seinen unterschiedlichsten Ausprägungen zu sorgen:  Schutz und Unterstützung am Arbeitsplatz, im Wohnumfeld, in der  Familie oder im eigenen Betrieb.",605
"Sicherheit setzt Verlässlichkeit und  Berechenbarkeit voraus, aber auch  eine feste Verwurzelung in Werten  und Grundüberzeugungen.",605
"Auch  die öffentliche Sicherheit muss stets  garantiert sein, Gewalt in jeglicher  Form muss bestraft werden, Gewaltbereitschaft ist durch Präventionsarbeit abzubauen.",605
Eines der  vorrangigen Ziele ist die Schaffung  einer eigenen Landespolizei im rahmen der Vollautonomie.,605
Öffentliche Verwaltung,999
Die öffentliche Verwaltung steht im  Dienst am Bürger.,303
Es gilt sie neben  transparenten Verwaltungsabläufen  in ihrer Effizienz zu steigern.,303
Durch  einfache und klare Gesetze wird die  Verwaltung effizienter und bürgernäher.,303
"In diesem Sinne verfolgen wir  die Verbesserung mit der Zusammenführung ähnlicher Dienste, die  Nutzung von Synergieeffekten und  den Ausbau der Informationstechnik.",303
"Die Anfragen der Bürgerinnen und Bürger müssen schnell,  unbürokratisch, transparent und  effizient bearbeitet werden.",303
Ökonomie und Ökologie,999
Das Gleichgewicht zwischen dem  Schutz der Natur und der Nutzung des Umfelds ist eine große Herausforderung für die Zukunft.,416
"oft  stehen sich unterschiedliche Inter-essen gegenüber, die scheinbar  nicht oder nur schwierig in Einklang  zu bringen sind.",416
"Vieles ließe sich jedoch gemeinsam lösen, wenn die  berechtigten Interessen gemeinsam diskutier t werden und Wir tschaft und Umweltschutz ihre  Standpunkte austauschen.",416
Das Beharren auf Extrempositionen – egal  welcher Seite – bringt niemand weiter.,416
"Ziel ist es, Südtirol als lebens-wer te Heimat zu erhalten.",416
"Dafür  muss gesundes Wachstum möglich  sein, unverhältnismäßige Eingriffe  in die Natur sind zu vermeiden.",416
Österreich,999
Österreich ist das Vaterland der  deutsch- und ladinischsprachigen  Bevölkerung in Südtirol.,101
Die Verbindung zum Vaterland und zur  Schutzmacht Österreich ist und  bleibt für Südtirol daher zentral.,101
"Sämtliche autonomiepolitischen  Maßnahmen werden daher weiter regelmäßig in enger Abstimmung mit den österreichischen Staatsstellen erfolgen, so dass die überstaatliche bzw. internationale Absicherung der Minderheitenrechte  und der Eigenverwaltung auch gewahr t bleibt.",101
Pendler,999
"Viele Arbeitnehmerinnen und Ar-beitnehmer müssen heute auch  über längere Strecken pendeln, um  ihren Arbeitsplatz zu erreichen.",411
"Unser Bestreben muss es sein, dass sie  dabei die öffentlichen Verkehrs-mittel benutzen, wobei erschwingliche Tarife eine wichtige Zugangs-voraussetzung sind und auch in  Zukunft erhalten werden müssen.",411
"Arbeitnehmerinnen und Arbeitneh-mer,  die  darauf nicht  zurückgreifen können, sollten bei tatsächlicher  Bedürftigkeit weiterhin auf einen  Fahr tkostenbeitrag zählen können.",411
Pflege/Pflegezeiten,999
Die Lebenserwar tung steigt auf-grund des Lebenswandels und der guten medizinischen Versorgung  zusehends.,504
"Viele Senioren sind bis  ins hohe Alter aktiv und rüstig, andere brauchen hingegen intensive Pflege und Betreuung.",504
"Alle Menschen mit Beeinträchtigungen  brauchen liebevolle, kompetente  Betreuung.",504
"Dafür müssen nicht nur  geeignete Strukturen geschaffen  und  ausgebaut  werden  –  wie  die  Tages- und Kurzzeitpflege –, auch die langfristige Finanzierbarkeit von  Betreuungsdiensten muss gewähr-leistet sein.",504
"Die Pflege in der Familie ist ein hoher Wert – diese soll gefördert werden, etwa indem Pflegezeiten für die rente anerkannt  werden.",504
Die 2008 eingeführte Pflegesicherung hat zu einer deutlichen  Stärkung der Pflege zu Hause geführt und muss auch für die Zukunft gesichert bleiben.,504
Das Schaffen einer einzigen Anlaufstelle  durch Vernetzen der verschiedenen  Dienste schafft eine höhere Servicequalität.,504
Politischer Stil,999
Jede Zeit hat ihren politischen Stil.,305
"Wir spüren das Bedürfnis der Menschen nach einer Politik, die sich  nicht hinter verschlossenen Türen, sondern „draußen“, im Dialog mit  den Bürgerinnen und Bürgern abspielt.",305
"Dazu kommen die Möglichkeiten, die das Internet und soziale Medien bieten.",305
"In unserer politischen Arbeit, in der Ideen- und Entscheidungsfindung setzen wir stärker als bisher auf Bürgerbeteiligung und Teamarbeit.",305
"Innerhalb  unserer Partei, aber auch innerhalb  der Gesellschaft wollen wir ein kritisches Auseinandersetzen mit den Problemen unserer Zeit fördern.",305
Prävention,999
"Neben der Prävention im Gesund-heitsbereich sowie klassischen  Suchtthemen wie Drogen, Alkohol und Nikotin muss aufgrund der ak-tuellen Entwicklungen ein besonderer  Akzent auf Spielsucht und  Essstörungen gesetzt werden.",504
Dieses Problem betrifft die gesamte  Gesellschaft und muss breit disku-tier t und unter Federführung kom-petenter Stellen weiter bearbeitet werden.,504
"Es sind nicht nur entsprechende Behandlungseinrichtungen,  sondern auch langfristig begleitende Projekte für Suchterkrankte und  Sensibilisierungskampagnen im  Vorfeld einzuführen.",504
Proporz,999
Der ethnische Proporz ist eine Säule  der Autonomie.,301
"Er hat dazu bei-getragen, dass Ungleichgewichte  vermieden, Gerechtigkeit hergestellt wurde und dies auch so wahrgenommen wird.",301
"In diesem Sinne bleibt dieses Instrument auch in  Zukunft  wichtig,  wenngleich in  verschiedenen  Bereichen  flexible  An-wendungsformen berechtigt sind.",301
"Diese sollen im Zeichen des Konsenses, des Dialogs und des Ausgleichs  erfolgen.",301
raumordnung,999
Grund und Boden sind aufgrund d er ge o g r a ph i s ch e n S it u at i on  knapp.,501
"Die Politik auf allen Ebenen ist verantwor tlich dafür, darauf zu achten, dass das Landschaftsbild  geschützt und mit Umsicht weiter-entwickelt wird.",501
"Die raumordnung  auf Landesebene legt fest, wie die Dörfer in Südtirol in 20 Jahren aussehen werden.",501
Insbesondere ist die  bebaubare Fläche in Südtirol begrenzt.,501
Daher wird in den kommenden Jahren die Sanierung bestehender Bausubstanz einen besonderen  Schwerpunkt darstellen.,501
Gerade die  Dorf- und ortszentren werden in  diesem Zuge eine weitere Aufwertung erfahren.,501
Bei Neuausweisungen muss hingegen auf die Notwendigkeit und Verhältnismäßig-keit  geachtet  werden.,501
Die  regelungen zur raumordnung müssen  übersichtlich dargestellt und ver-einfacht werden.,501
rente,999
Die  finanzielle  Absicherung  der  heu-tigen Senioren und der nächsten Generation ist eine gesellschaftliche Herausforderung Frauen be-ziehen durchschnittlich die Hälfte der rente von Männern.,504
Dieses Ver-hältnis wird sich durch das beitragsbezogene rentensystem noch  weiter verschlechtern.,504
"In Anerkennung der wichtigen Leistungen der Frauen für Familie, Erziehungund Pflege gilt es Möglichkeiten zu finden, der Altersarmut entgegenzuwirken",504
Der Zusatzrenten-fonds ist eine beispielgebende Ein-richtung zur Absicherung der zu-künftigen Generationen.,504
renteneintrittsalter und  ältere Erwerbstätige,999
"Die längere Lebenserwartung führ t  auch dazu, dass die Menschen auch  in Südtirol länger arbeiten.",701
"Dieser Anpassungsprozess ist allerdings  noch nicht abgeschlossen, die Generation  der  über  50-Jährigen  ist überdurchschnittlich häufig von  Arbeitslosigkeit betroffen.",701
Lang-fristig muss die Integration dieser Arbeitnehmerinnen und Arbeitneh-mer in die Arbeitswelt verbesser t  werden.,701
"Dazu braucht es Anreize, aber auch ein Umdenken der Ar-beitgeberinnen und Arbeitgeber.",701
"Kurz- bis mittelfristig braucht es  Übergangslösungen – wie Altersteilzeit, wodurch gleichzeitig auch  Stellen für Jugendliche geschaffen werden können.",701
Sammelpartei,999
Die Südtiroler Volkspar tei ist als  Ver tretung der deutsch- und ladi-nischsprachigen Minderheit in Ita-lien eine Sammelpar tei und als sol-che aktueller denn je.,305
"Der Ausgleich  der Interessen ist ihre ureigenste  Aufgabe, zum Wohle und Nutzen der Bevölkerung des ganzen Landes.",305
"Klare Entscheidungsfindungsprozesse und offene, breite Diskussion prägen die politische Kultur  und tragen zu ausgewogenen Lösungen bei (Transparenz).",305
Dieses  Selbstverständnis als Spiegelbild  der Bevölkerung ist Anspruch und Auftrag zugleich.,305
Sanität,999
Die Sanität soll weiterhin solidarisch finanzier t und allen gleich zugänglich sein.,504
Nicht die Brieftasche  dar f über die Gesundheit entscheiden.,504
Südtirols Sanität hat ei-nen hohen Standard erreicht.,504
"Diese  Qualität muss durch stetige Weiter-entwicklungen gehalten und ver-besser t werden – nach den Patientenbedürfnissen, der freien Patientenmobilität in der EU und auf der Höhe des medizinischtechnischen For tschritts.",504
Die hausärztliche und pflegerische Betreuung vor or t sol-len weiter ausgebaut werden.,504
"Der Leitsatz für die Sanität ist: „wohn-or tnah, bedarfsgerecht, hochwertig“.",504
"Die Gesundheit ist ein hohes Gut, und dieses Gut hat seinen  Preis.",504
"Erneuern ja, kaputt sparen  nein!",504
Schule und Kindergarten,999
"Südtirol hat erstklassige Kindergärten, Grund-, Mittel-, ober- und Berufsschulen, in denen qualifizier te Lehrkräfte Tag für Tag ihre Arbeit  verrichten.",506
"Im Mittelpunkt der  Ausbildung steht das Wohl der  Kinder und Jugendlichen, wobei strukturell die Voraussetzungen für  einen hochwer tigen Schulbetrieb  aufrechtzuerhalten sind.",506
Wir streben einen Ausbau der Bildungsau-tonomie an und wollen die universitäre Ausbildung weiterentwickeln  um die Professionalität des Lehrpersonals zu steigern.,506
"Darüber hinaus kommt der Berufsberatung bei der Wahl der Ausbildung, aber auch bei  Um- oder Wiedereinstieg eine wichtige rolle zu.",506
Senioren Generation 65+,999
Die älteren Menschen haben Süd-tirol aufgebaut.,606
"Es ist daher eine  gesellschaftliche Verpflichtung, ih-nen unabhängig von ihrer familiä-ren Herkunft einen angenehmen  und würdigen Lebensabend zu er-möglichen und ihnen die entspre-chende Wer tschätzung entgegen-zubringen.",606
"Dazu gehören die notwendigen Pflege und Betreu-ungsdienste sowieeinrichtungen genauso wie die finanzielle Absiche-rung von Mindestrentnern, einfa-cher Zugang zur Mobilität und  Einbindung in das soziale und gesellschaftliche Leben.",504
Sozialleistungen,999
"In Südtirol sind in den vergangenen  Jahrzehnten zahlreiche soziale  Dienste und Leistungen eingeführ t  worden, welche in anderen benach-bar ten regionen gar nicht möglich  wären.",504
"Es ist unser Auftrag, die  Treffsicherheit von sozialen Unterstützungsmaßnahmen weiter zu  verbessern, den Missbrauch zu unterbinden und so die Mittel ver-mehrt jenen zukommen lassen zu  können, die sie am nötigsten haben.",504
Sozialpar tnerschaft,999
"Eine gelebte Sozialpar tnerschaft  sicher t gerade in Krisenzeiten wirtschaftlichen, sozialen und gesell-schaftlichen Zusammenhalt.",701
"Der  Dialog zwischen Politik, Arbeitge-ber- und Arbeitnehmerverbänden, aber auch Naturschutzorganisatio-nen bei wirtschaftlichen und sozia-len Fragestellungen soll daher in  Zukunft verstärkt werden.",701
Sport,999
"Südtirol blickt mit Stolz auf viele  Sportlerinnen und Spor tler, die im europäischen und internationalen Spitzenfeld mithalten können.",502
"Dies  ist nicht nur auf den Fleiß und die Zielstrebigkeit derselben zurückzu-führen, sondern auch auf entsprechende Strukturen und Voraussetzungen.",502
"Diese sollen weiter geförder t und erhalten werden, mit dem  Ziel einer Vernetzung zu einem Landesspor tzentrum.",502
